id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",% Voix/exprimés 10,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",% Voix/exprimés 10,"36,39%"
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",% Voix/exprimés 10,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",% Voix/exprimés 10,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",% Voix/exprimés 10,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",% Voix/exprimés 10,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",% Voix/exprimés 10,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Elu 10,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Elu 10,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Elu 10,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Elu 10,
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Elu 10,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Elu 10,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Elu 10,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Elu 10,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Elu 10,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Elu 10,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Elu 10,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Elu 10,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Numéro de panneau 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Numéro de panneau 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Numéro de panneau 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Numéro de panneau 11,11.0
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Numéro de panneau 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Numéro de panneau 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Numéro de panneau 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Numéro de panneau 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Numéro de panneau 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Numéro de panneau 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Numéro de panneau 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Numéro de panneau 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Nuance candidat 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Nuance candidat 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Nuance candidat 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Nuance candidat 11,DIV
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Nuance candidat 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Nuance candidat 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Nuance candidat 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Nuance candidat 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Nuance candidat 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Nuance candidat 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Nuance candidat 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Nuance candidat 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Nom candidat 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Nom candidat 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Nom candidat 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Nom candidat 11,FAROUK
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Nom candidat 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Nom candidat 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Nom candidat 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Nom candidat 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Nom candidat 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Nom candidat 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Nom candidat 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Nom candidat 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Prénom candidat 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Prénom candidat 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Prénom candidat 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Prénom candidat 11,Amirdine
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Prénom candidat 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Prénom candidat 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Prénom candidat 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Prénom candidat 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Prénom candidat 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Prénom candidat 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Prénom candidat 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Prénom candidat 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Sexe candidat 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Sexe candidat 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Sexe candidat 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Sexe candidat 11,MASCULIN
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Sexe candidat 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Sexe candidat 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Sexe candidat 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Sexe candidat 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Sexe candidat 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Sexe candidat 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Sexe candidat 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Sexe candidat 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Voix 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Voix 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Voix 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Voix 11,335.0
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Voix 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Voix 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Voix 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Voix 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Voix 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Voix 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Voix 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Voix 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",% Voix/inscrits 11,"0,50%"
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",% Voix/inscrits 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",% Voix/exprimés 11,"0,95%"
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",% Voix/exprimés 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Elu 11,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Elu 11,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Elu 11,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Elu 11,
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Elu 11,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Elu 11,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Elu 11,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Elu 11,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Elu 11,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Elu 11,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Elu 11,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Elu 11,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Numéro de panneau 12,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Numéro de panneau 12,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Numéro de panneau 12,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Numéro de panneau 12,
93,Seine-Saint-Denis,93005,5ème circonscription,65908,37640,"57,11%",28268,"42,89%",36675,"55,65%","97,44%",596,"0,90%","1,58%",369,"0,56%","0,98%",Numéro de panneau 12,
93,Seine-Saint-Denis,93006,6ème circonscription,60823,36737,"60,40%",24086,"39,60%",35962,"59,13%","97,89%",518,"0,85%","1,41%",257,"0,42%","0,70%",Numéro de panneau 12,
93,Seine-Saint-Denis,93007,7ème circonscription,83457,55343,"66,31%",28114,"33,69%",54252,"65,01%","98,03%",824,"0,99%","1,49%",267,"0,32%","0,48%",Numéro de panneau 12,
93,Seine-Saint-Denis,93008,8ème circonscription,62716,40108,"63,95%",22608,"36,05%",38934,"62,08%","97,07%",973,"1,55%","2,43%",201,"0,32%","0,50%",Numéro de panneau 12,
93,Seine-Saint-Denis,93009,9ème circonscription,76227,48386,"63,48%",27841,"36,52%",47371,"62,14%","97,90%",696,"0,91%","1,44%",319,"0,42%","0,66%",Numéro de panneau 12,
93,Seine-Saint-Denis,93010,10ème circonscription,67983,41375,"60,86%",26608,"39,14%",40460,"59,51%","97,79%",643,"0,95%","1,55%",272,"0,40%","0,66%",Numéro de panneau 12,
93,Seine-Saint-Denis,93011,11ème circonscription,64617,36328,"56,22%",28289,"43,78%",35452,"54,86%","97,59%",570,"0,88%","1,57%",306,"0,47%","0,84%",Numéro de panneau 12,
93,Seine-Saint-Denis,93012,12ème circonscription,66374,39847,"60,03%",26527,"39,97%",38937,"58,66%","97,72%",650,"0,98%","1,63%",260,"0,39%","0,65%",Numéro de panneau 12,
93,Seine-Saint-Denis,93001,1ère circonscription,69916,42591,"60,92%",27325,"39,08%",41817,"59,81%","98,18%",484,"0,69%","1,14%",290,"0,41%","0,68%",Nuance candidat 12,
93,Seine-Saint-Denis,93002,2ème circonscription,56882,31426,"55,25%",25456,"44,75%",30716,"54,00%","97,74%",453,"0,80%","1,44%",257,"0,45%","0,82%",Nuance candidat 12,
93,Seine-Saint-Denis,93003,3ème circonscription,77478,50708,"65,45%",26770,"34,55%",49537,"63,94%","97,69%",785,"1,01%","1,55%",386,"0,50%","0,76%",Nuance candidat 12,
93,Seine-Saint-Denis,93004,4ème circonscription,67437,36501,"54,13%",30936,"45,87%",35399,"52,49%","96,98%",811,"1,20%","2,22%",291,"0,43%","0,80%",Nuance candidat 12,
